profile,type,state,time,price,source
baseload,black,SA,1/06/2059,188.8,forecast
solar,black,SA,1/06/2059,131.4,forecast
wind,black,SA,1/06/2059,177.7,forecast
solar,green,SA,1/06/2059,10,forecast
wind,green,SA,1/06/2059,10,forecast
baseload,black,NSW,1/05/2059,128.9,forecast
solar,black,NSW,1/05/2059,74.1,forecast
wind,black,NSW,1/05/2059,113.3,forecast
solar,green,NSW,1/05/2059,10,forecast
wind,green,NSW,1/05/2059,10,forecast
baseload,black,QLD,1/05/2059,140.6,forecast
solar,black,QLD,1/05/2059,81.9,forecast
wind,black,QLD,1/05/2059,133.1,forecast
solar,green,QLD,1/05/2059,10,forecast
wind,green,QLD,1/05/2059,10,forecast
baseload,black,SA,1/05/2059,114.1,forecast
solar,black,SA,1/05/2059,77.5,forecast
wind,black,SA,1/05/2059,92.2,forecast
solar,green,SA,1/05/2059,10,forecast
wind,green,SA,1/05/2059,10,forecast
baseload,black,NSW,1/04/2059,148.7,forecast
solar,black,NSW,1/04/2059,81.1,forecast
wind,black,NSW,1/04/2059,138.7,forecast
solar,green,NSW,1/04/2059,10,forecast
wind,green,NSW,1/04/2059,10,forecast
baseload,black,QLD,1/04/2059,117.3,forecast
solar,black,QLD,1/04/2059,59.8,forecast
wind,black,QLD,1/04/2059,106.4,forecast
solar,green,QLD,1/04/2059,10,forecast
wind,green,QLD,1/04/2059,10,forecast
baseload,black,SA,1/04/2059,139.9,forecast
solar,black,SA,1/04/2059,80.9,forecast
wind,black,SA,1/04/2059,127.4,forecast
solar,green,SA,1/04/2059,10,forecast
wind,green,SA,1/04/2059,10,forecast
baseload,black,NSW,1/03/2059,142.6,forecast
solar,black,NSW,1/03/2059,114.6,forecast
wind,black,NSW,1/03/2059,136.7,forecast
solar,green,NSW,1/03/2059,10,forecast
wind,green,NSW,1/03/2059,10,forecast
baseload,black,QLD,1/03/2059,154.5,forecast
solar,black,QLD,1/03/2059,96.7,forecast
wind,black,QLD,1/03/2059,139.2,forecast
solar,green,QLD,1/03/2059,10,forecast
wind,green,QLD,1/03/2059,10,forecast
baseload,black,SA,1/03/2059,162.8,forecast
solar,black,SA,1/03/2059,106.5,forecast
wind,black,SA,1/03/2059,160,forecast
solar,green,SA,1/03/2059,10,forecast
wind,green,SA,1/03/2059,10,forecast
baseload,black,NSW,1/02/2059,100.2,forecast
solar,black,NSW,1/02/2059,51.4,forecast
wind,black,NSW,1/02/2059,102.8,forecast
solar,green,NSW,1/02/2059,10,forecast
wind,green,NSW,1/02/2059,10,forecast
baseload,black,QLD,1/02/2059,122.9,forecast
solar,black,QLD,1/02/2059,56.3,forecast
wind,black,QLD,1/02/2059,111.3,forecast
solar,green,QLD,1/02/2059,10,forecast
wind,green,QLD,1/02/2059,10,forecast
baseload,black,SA,1/02/2059,87,forecast
solar,black,SA,1/02/2059,34.8,forecast
wind,black,SA,1/02/2059,91.1,forecast
solar,green,SA,1/02/2059,10,forecast
wind,green,SA,1/02/2059,10,forecast
baseload,black,NSW,1/01/2059,89.9,forecast
solar,black,NSW,1/01/2059,60.7,forecast
wind,black,NSW,1/01/2059,83.7,forecast
solar,green,NSW,1/01/2059,10,forecast
wind,green,NSW,1/01/2059,10,forecast
baseload,black,QLD,1/01/2059,103.8,forecast
solar,black,QLD,1/01/2059,68.1,forecast
wind,black,QLD,1/01/2059,102.8,forecast
solar,green,QLD,1/01/2059,10,forecast
wind,green,QLD,1/01/2059,10,forecast
baseload,black,SA,1/01/2059,87.1,forecast
solar,black,SA,1/01/2059,46.5,forecast
wind,black,SA,1/01/2059,78.6,forecast
solar,green,SA,1/01/2059,10,forecast
wind,green,SA,1/01/2059,10,forecast
baseload,black,NSW,1/12/2058,39.7,forecast
solar,black,NSW,1/12/2058,20,forecast
wind,black,NSW,1/12/2058,36.9,forecast
solar,green,NSW,1/12/2058,10,forecast
wind,green,NSW,1/12/2058,10,forecast
baseload,black,QLD,1/12/2058,68.8,forecast
solar,black,QLD,1/12/2058,31.9,forecast
wind,black,QLD,1/12/2058,56.4,forecast
solar,green,QLD,1/12/2058,10,forecast
wind,green,QLD,1/12/2058,10,forecast
baseload,black,SA,1/12/2058,68.3,forecast
solar,black,SA,1/12/2058,27.4,forecast
wind,black,SA,1/12/2058,60.7,forecast
solar,green,SA,1/12/2058,10,forecast
wind,green,SA,1/12/2058,10,forecast
baseload,black,NSW,1/11/2058,41.2,forecast
solar,black,NSW,1/11/2058,21.8,forecast
wind,black,NSW,1/11/2058,38.5,forecast
solar,green,NSW,1/11/2058,10,forecast
wind,green,NSW,1/11/2058,10,forecast
baseload,black,QLD,1/11/2058,66.9,forecast
solar,black,QLD,1/11/2058,31.5,forecast
wind,black,QLD,1/11/2058,67.8,forecast
solar,green,QLD,1/11/2058,10,forecast
wind,green,QLD,1/11/2058,10,forecast
baseload,black,SA,1/11/2058,43.6,forecast
solar,black,SA,1/11/2058,17.9,forecast
wind,black,SA,1/11/2058,36,forecast
solar,green,SA,1/11/2058,10,forecast
wind,green,SA,1/11/2058,10,forecast
baseload,black,NSW,1/10/2058,58.7,forecast
solar,black,NSW,1/10/2058,33.8,forecast
wind,black,NSW,1/10/2058,55.9,forecast
solar,green,NSW,1/10/2058,10,forecast
wind,green,NSW,1/10/2058,10,forecast
baseload,black,QLD,1/10/2058,42.2,forecast
solar,black,QLD,1/10/2058,15.4,forecast
wind,black,QLD,1/10/2058,43,forecast
solar,green,QLD,1/10/2058,10,forecast
wind,green,QLD,1/10/2058,10,forecast
baseload,black,SA,1/10/2058,47,forecast
solar,black,SA,1/10/2058,22.2,forecast
wind,black,SA,1/10/2058,41.2,forecast
solar,green,SA,1/10/2058,10,forecast
wind,green,SA,1/10/2058,10,forecast
baseload,black,NSW,1/09/2058,84.3,forecast
solar,black,NSW,1/09/2058,38.4,forecast
wind,black,NSW,1/09/2058,75.2,forecast
solar,green,NSW,1/09/2058,10,forecast
wind,green,NSW,1/09/2058,10,forecast
baseload,black,QLD,1/09/2058,68.3,forecast
solar,black,QLD,1/09/2058,24.6,forecast
wind,black,QLD,1/09/2058,65.8,forecast
solar,green,QLD,1/09/2058,10,forecast
wind,green,QLD,1/09/2058,10,forecast
baseload,black,SA,1/09/2058,74.2,forecast
solar,black,SA,1/09/2058,25.7,forecast
wind,black,SA,1/09/2058,62.4,forecast
solar,green,SA,1/09/2058,10,forecast
wind,green,SA,1/09/2058,10,forecast
baseload,black,NSW,1/08/2058,142.5,forecast
solar,black,NSW,1/08/2058,73.2,forecast
wind,black,NSW,1/08/2058,123.7,forecast
solar,green,NSW,1/08/2058,10,forecast
wind,green,NSW,1/08/2058,10,forecast
baseload,black,QLD,1/08/2058,118.3,forecast
solar,black,QLD,1/08/2058,55.1,forecast
wind,black,QLD,1/08/2058,115.3,forecast
solar,green,QLD,1/08/2058,10,forecast
wind,green,QLD,1/08/2058,10,forecast
baseload,black,SA,1/08/2058,174.3,forecast
solar,black,SA,1/08/2058,75,forecast
wind,black,SA,1/08/2058,134,forecast
solar,green,SA,1/08/2058,10,forecast
wind,green,SA,1/08/2058,10,forecast
baseload,black,NSW,1/07/2058,176.7,forecast
solar,black,NSW,1/07/2058,96.2,forecast
wind,black,NSW,1/07/2058,140,forecast
solar,green,NSW,1/07/2058,10,forecast
wind,green,NSW,1/07/2058,10,forecast
baseload,black,QLD,1/07/2058,120.3,forecast
solar,black,QLD,1/07/2058,50.9,forecast
wind,black,QLD,1/07/2058,103.8,forecast
solar,green,QLD,1/07/2058,10,forecast
wind,green,QLD,1/07/2058,10,forecast
baseload,black,SA,1/07/2058,177.4,forecast
solar,black,SA,1/07/2058,130,forecast
wind,black,SA,1/07/2058,120.3,forecast
solar,green,SA,1/07/2058,10,forecast
wind,green,SA,1/07/2058,10,forecast
baseload,black,NSW,1/06/2058,196.6,forecast
solar,black,NSW,1/06/2058,140,forecast
wind,black,NSW,1/06/2058,177.4,forecast
solar,green,NSW,1/06/2058,10,forecast
wind,green,NSW,1/06/2058,10,forecast
baseload,black,QLD,1/06/2058,165,forecast
solar,black,QLD,1/06/2058,93.9,forecast
wind,black,QLD,1/06/2058,143.9,forecast
solar,green,QLD,1/06/2058,10,forecast
wind,green,QLD,1/06/2058,10,forecast
baseload,black,SA,1/06/2058,186.6,forecast
solar,black,SA,1/06/2058,131.3,forecast
wind,black,SA,1/06/2058,155.4,forecast
solar,green,SA,1/06/2058,10,forecast
wind,green,SA,1/06/2058,10,forecast
baseload,black,NSW,1/05/2058,128.8,forecast
solar,black,NSW,1/05/2058,73.7,forecast
wind,black,NSW,1/05/2058,113,forecast
solar,green,NSW,1/05/2058,10,forecast
wind,green,NSW,1/05/2058,10,forecast
baseload,black,QLD,1/05/2058,142.5,forecast
solar,black,QLD,1/05/2058,80.6,forecast
wind,black,QLD,1/05/2058,134.9,forecast
solar,green,QLD,1/05/2058,10,forecast
wind,green,QLD,1/05/2058,10,forecast
baseload,black,SA,1/05/2058,109.6,forecast
solar,black,SA,1/05/2058,58.1,forecast
wind,black,SA,1/05/2058,86.8,forecast
solar,green,SA,1/05/2058,10,forecast
wind,green,SA,1/05/2058,10,forecast
baseload,black,NSW,1/04/2058,148.6,forecast
solar,black,NSW,1/04/2058,80.6,forecast
wind,black,NSW,1/04/2058,137.3,forecast
solar,green,NSW,1/04/2058,10,forecast
wind,green,NSW,1/04/2058,10,forecast
baseload,black,QLD,1/04/2058,112.1,forecast
solar,black,QLD,1/04/2058,58.5,forecast
wind,black,QLD,1/04/2058,100.2,forecast
solar,green,QLD,1/04/2058,10,forecast
wind,green,QLD,1/04/2058,10,forecast
baseload,black,SA,1/04/2058,144.8,forecast
solar,black,SA,1/04/2058,81.2,forecast
wind,black,SA,1/04/2058,130.9,forecast
solar,green,SA,1/04/2058,10,forecast
wind,green,SA,1/04/2058,10,forecast
baseload,black,NSW,1/03/2058,145.2,forecast
solar,black,NSW,1/03/2058,115.8,forecast
wind,black,NSW,1/03/2058,139.6,forecast
solar,green,NSW,1/03/2058,10,forecast
wind,green,NSW,1/03/2058,10,forecast
baseload,black,QLD,1/03/2058,143.6,forecast
solar,black,QLD,1/03/2058,96.9,forecast
wind,black,QLD,1/03/2058,136.1,forecast
solar,green,QLD,1/03/2058,10,forecast
wind,green,QLD,1/03/2058,10,forecast
baseload,black,SA,1/03/2058,159.1,forecast
solar,black,SA,1/03/2058,131.1,forecast
wind,black,SA,1/03/2058,147.4,forecast
solar,green,SA,1/03/2058,10,forecast
wind,green,SA,1/03/2058,10,forecast
baseload,black,NSW,1/02/2058,97.6,forecast
solar,black,NSW,1/02/2058,50.1,forecast
wind,black,NSW,1/02/2058,100.5,forecast
solar,green,NSW,1/02/2058,10,forecast
wind,green,NSW,1/02/2058,10,forecast
baseload,black,QLD,1/02/2058,132.6,forecast
solar,black,QLD,1/02/2058,54.6,forecast
wind,black,QLD,1/02/2058,113.5,forecast
solar,green,QLD,1/02/2058,10,forecast
wind,green,QLD,1/02/2058,10,forecast
baseload,black,SA,1/02/2058,86.1,forecast
solar,black,SA,1/02/2058,33.1,forecast
wind,black,SA,1/02/2058,89.9,forecast
solar,green,SA,1/02/2058,10,forecast
wind,green,SA,1/02/2058,10,forecast
baseload,black,NSW,1/01/2058,96.9,forecast
solar,black,NSW,1/01/2058,64.5,forecast
wind,black,NSW,1/01/2058,88.2,forecast
solar,green,NSW,1/01/2058,10,forecast
wind,green,NSW,1/01/2058,10,forecast
baseload,black,QLD,1/01/2058,103.6,forecast
solar,black,QLD,1/01/2058,68.5,forecast
wind,black,QLD,1/01/2058,101.4,forecast
solar,green,QLD,1/01/2058,10,forecast
wind,green,QLD,1/01/2058,10,forecast
baseload,black,SA,1/01/2058,91.9,forecast
solar,black,SA,1/01/2058,48.3,forecast
wind,black,SA,1/01/2058,82,forecast
solar,green,SA,1/01/2058,10,forecast
wind,green,SA,1/01/2058,10,forecast
baseload,black,NSW,1/12/2057,40.3,forecast
solar,black,NSW,1/12/2057,20.1,forecast
wind,black,NSW,1/12/2057,37.4,forecast
solar,green,NSW,1/12/2057,10,forecast
wind,green,NSW,1/12/2057,10,forecast
baseload,black,QLD,1/12/2057,66.1,forecast
solar,black,QLD,1/12/2057,28.6,forecast
wind,black,QLD,1/12/2057,52.2,forecast
solar,green,QLD,1/12/2057,10,forecast
wind,green,QLD,1/12/2057,10,forecast
baseload,black,SA,1/12/2057,51.2,forecast
solar,black,SA,1/12/2057,26.3,forecast
wind,black,SA,1/12/2057,44,forecast
solar,green,SA,1/12/2057,10,forecast
wind,green,SA,1/12/2057,10,forecast
baseload,black,NSW,1/11/2057,51.9,forecast
solar,black,NSW,1/11/2057,21.7,forecast
wind,black,NSW,1/11/2057,45.1,forecast
solar,green,NSW,1/11/2057,10,forecast
wind,green,NSW,1/11/2057,10,forecast
baseload,black,QLD,1/11/2057,50.3,forecast
solar,black,QLD,1/11/2057,27.5,forecast
wind,black,QLD,1/11/2057,52.9,forecast
solar,green,QLD,1/11/2057,10,forecast
wind,green,QLD,1/11/2057,10,forecast
baseload,black,SA,1/11/2057,48.3,forecast
solar,black,SA,1/11/2057,25.9,forecast
wind,black,SA,1/11/2057,37.5,forecast
solar,green,SA,1/11/2057,10,forecast
wind,green,SA,1/11/2057,10,forecast
baseload,black,NSW,1/10/2057,62.6,forecast
solar,black,NSW,1/10/2057,33.8,forecast
wind,black,NSW,1/10/2057,57.3,forecast
solar,green,NSW,1/10/2057,10,forecast
wind,green,NSW,1/10/2057,10,forecast
baseload,black,QLD,1/10/2057,48.8,forecast
solar,black,QLD,1/10/2057,16.6,forecast
wind,black,QLD,1/10/2057,48.8,forecast
solar,green,QLD,1/10/2057,10,forecast
wind,green,QLD,1/10/2057,10,forecast
baseload,black,SA,1/10/2057,67.2,forecast
solar,black,SA,1/10/2057,21.8,forecast
wind,black,SA,1/10/2057,63.5,forecast
solar,green,SA,1/10/2057,10,forecast
wind,green,SA,1/10/2057,10,forecast
baseload,black,NSW,1/09/2057,97.8,forecast
solar,black,NSW,1/09/2057,38.3,forecast
wind,black,NSW,1/09/2057,80.2,forecast
solar,green,NSW,1/09/2057,10,forecast
wind,green,NSW,1/09/2057,10,forecast
baseload,black,QLD,1/09/2057,66.9,forecast
solar,black,QLD,1/09/2057,23.9,forecast
wind,black,QLD,1/09/2057,65.5,forecast
solar,green,QLD,1/09/2057,10,forecast
wind,green,QLD,1/09/2057,10,forecast
baseload,black,SA,1/09/2057,100.5,forecast
solar,black,SA,1/09/2057,26.8,forecast
wind,black,SA,1/09/2057,76.3,forecast
solar,green,SA,1/09/2057,10,forecast
wind,green,SA,1/09/2057,10,forecast
baseload,black,NSW,1/08/2057,157.6,forecast
solar,black,NSW,1/08/2057,72.5,forecast
wind,black,NSW,1/08/2057,129.1,forecast
solar,green,NSW,1/08/2057,10,forecast
wind,green,NSW,1/08/2057,10,forecast
baseload,black,QLD,1/08/2057,116,forecast
solar,black,QLD,1/08/2057,50.9,forecast
wind,black,QLD,1/08/2057,115.9,forecast
solar,green,QLD,1/08/2057,10,forecast
wind,green,QLD,1/08/2057,10,forecast
baseload,black,SA,1/08/2057,137,forecast
solar,black,SA,1/08/2057,75.2,forecast
wind,black,SA,1/08/2057,105.3,forecast
solar,green,SA,1/08/2057,10,forecast
wind,green,SA,1/08/2057,10,forecast
baseload,black,NSW,1/07/2057,157.1,forecast
solar,black,NSW,1/07/2057,96.1,forecast
wind,black,NSW,1/07/2057,129.5,forecast
solar,green,NSW,1/07/2057,10,forecast
wind,green,NSW,1/07/2057,10,forecast
baseload,black,QLD,1/07/2057,127.7,forecast
solar,black,QLD,1/07/2057,53.1,forecast
wind,black,QLD,1/07/2057,109.5,forecast
solar,green,QLD,1/07/2057,10,forecast
wind,green,QLD,1/07/2057,10,forecast
baseload,black,SA,1/07/2057,183.7,forecast
solar,black,SA,1/07/2057,94.6,forecast
wind,black,SA,1/07/2057,124.1,forecast
solar,green,SA,1/07/2057,10,forecast
wind,green,SA,1/07/2057,10,forecast
baseload,black,NSW,1/06/2057,208.6,forecast
solar,black,NSW,1/06/2057,141.8,forecast
wind,black,NSW,1/06/2057,181.9,forecast
solar,green,NSW,1/06/2057,10,forecast
wind,green,NSW,1/06/2057,10,forecast
baseload,black,QLD,1/06/2057,160.4,forecast
solar,black,QLD,1/06/2057,98.2,forecast
wind,black,QLD,1/06/2057,142.5,forecast
solar,green,QLD,1/06/2057,10,forecast
wind,green,QLD,1/06/2057,10,forecast
baseload,black,SA,1/06/2057,178.1,forecast
solar,black,SA,1/06/2057,131.2,forecast
wind,black,SA,1/06/2057,156.2,forecast
solar,green,SA,1/06/2057,10,forecast
wind,green,SA,1/06/2057,10,forecast
baseload,black,NSW,1/05/2057,131.8,forecast
solar,black,NSW,1/05/2057,75.6,forecast
wind,black,NSW,1/05/2057,115.5,forecast
solar,green,NSW,1/05/2057,10,forecast
wind,green,NSW,1/05/2057,10,forecast
baseload,black,QLD,1/05/2057,156.9,forecast
solar,black,QLD,1/05/2057,83.6,forecast
wind,black,QLD,1/05/2057,141.6,forecast
solar,green,QLD,1/05/2057,10,forecast
wind,green,QLD,1/05/2057,10,forecast
baseload,black,SA,1/05/2057,110.7,forecast
solar,black,SA,1/05/2057,57.3,forecast
wind,black,SA,1/05/2057,87.4,forecast
solar,green,SA,1/05/2057,10,forecast
wind,green,SA,1/05/2057,10,forecast
baseload,black,NSW,1/04/2057,149.1,forecast
solar,black,NSW,1/04/2057,82.2,forecast
wind,black,NSW,1/04/2057,142.4,forecast
solar,green,NSW,1/04/2057,10,forecast
wind,green,NSW,1/04/2057,10,forecast
baseload,black,QLD,1/04/2057,126.4,forecast
solar,black,QLD,1/04/2057,60.2,forecast
wind,black,QLD,1/04/2057,112.1,forecast
solar,green,QLD,1/04/2057,10,forecast
wind,green,QLD,1/04/2057,10,forecast
baseload,black,SA,1/04/2057,144,forecast
solar,black,SA,1/04/2057,81.2,forecast
wind,black,SA,1/04/2057,132.3,forecast
solar,green,SA,1/04/2057,10,forecast
wind,green,SA,1/04/2057,10,forecast
baseload,black,NSW,1/03/2057,149.7,forecast
solar,black,NSW,1/03/2057,125.8,forecast
wind,black,NSW,1/03/2057,139.3,forecast
solar,green,NSW,1/03/2057,10,forecast
wind,green,NSW,1/03/2057,10,forecast
baseload,black,QLD,1/03/2057,132.6,forecast
solar,black,QLD,1/03/2057,97.4,forecast
wind,black,QLD,1/03/2057,126.1,forecast
solar,green,QLD,1/03/2057,10,forecast
wind,green,QLD,1/03/2057,10,forecast
baseload,black,SA,1/03/2057,153,forecast
solar,black,SA,1/03/2057,104.1,forecast
wind,black,SA,1/03/2057,145.3,forecast
solar,green,SA,1/03/2057,10,forecast
wind,green,SA,1/03/2057,10,forecast
baseload,black,NSW,1/02/2057,100.8,forecast
solar,black,NSW,1/02/2057,50.6,forecast
wind,black,NSW,1/02/2057,104,forecast
solar,green,NSW,1/02/2057,10,forecast
wind,green,NSW,1/02/2057,10,forecast
baseload,black,QLD,1/02/2057,129.4,forecast
solar,black,QLD,1/02/2057,55.5,forecast
wind,black,QLD,1/02/2057,114.3,forecast
solar,green,QLD,1/02/2057,10,forecast
wind,green,QLD,1/02/2057,10,forecast
baseload,black,SA,1/02/2057,87.2,forecast
solar,black,SA,1/02/2057,34.5,forecast
wind,black,SA,1/02/2057,91.3,forecast
solar,green,SA,1/02/2057,10,forecast
wind,green,SA,1/02/2057,10,forecast
baseload,black,NSW,1/01/2057,95.5,forecast
solar,black,NSW,1/01/2057,62.3,forecast
wind,black,NSW,1/01/2057,90.3,forecast
solar,green,NSW,1/01/2057,10,forecast
wind,green,NSW,1/01/2057,10,forecast
baseload,black,QLD,1/01/2057,103.2,forecast
solar,black,QLD,1/01/2057,69.2,forecast
wind,black,QLD,1/01/2057,100.8,forecast
solar,green,QLD,1/01/2057,10,forecast
wind,green,QLD,1/01/2057,10,forecast
baseload,black,SA,1/01/2057,114.9,forecast
solar,black,SA,1/01/2057,69.2,forecast
wind,black,SA,1/01/2057,90.3,forecast
solar,green,SA,1/01/2057,10,forecast
wind,green,SA,1/01/2057,10,forecast
baseload,black,NSW,1/12/2056,44.6,forecast
solar,black,NSW,1/12/2056,21.3,forecast
wind,black,NSW,1/12/2056,41.5,forecast
solar,green,NSW,1/12/2056,10,forecast
wind,green,NSW,1/12/2056,10,forecast
baseload,black,QLD,1/12/2056,62.1,forecast
solar,black,QLD,1/12/2056,31.9,forecast
wind,black,QLD,1/12/2056,55.3,forecast
solar,green,QLD,1/12/2056,10,forecast
wind,green,QLD,1/12/2056,10,forecast
baseload,black,SA,1/12/2056,80.9,forecast
solar,black,SA,1/12/2056,29.2,forecast
wind,black,SA,1/12/2056,58.3,forecast
solar,green,SA,1/12/2056,10,forecast
wind,green,SA,1/12/2056,10,forecast
baseload,black,NSW,1/11/2056,45.4,forecast
solar,black,NSW,1/11/2056,27.7,forecast
wind,black,NSW,1/11/2056,40.8,forecast
solar,green,NSW,1/11/2056,10,forecast
wind,green,NSW,1/11/2056,10,forecast
baseload,black,QLD,1/11/2056,52.2,forecast
solar,black,QLD,1/11/2056,28.6,forecast
wind,black,QLD,1/11/2056,54.9,forecast
solar,green,QLD,1/11/2056,10,forecast
wind,green,QLD,1/11/2056,10,forecast
baseload,black,SA,1/11/2056,41,forecast
solar,black,SA,1/11/2056,16.9,forecast
wind,black,SA,1/11/2056,36.1,forecast
solar,green,SA,1/11/2056,10,forecast
wind,green,SA,1/11/2056,10,forecast
baseload,black,NSW,1/10/2056,59.6,forecast
solar,black,NSW,1/10/2056,35.1,forecast
wind,black,NSW,1/10/2056,57.5,forecast
solar,green,NSW,1/10/2056,10,forecast
wind,green,NSW,1/10/2056,10,forecast
baseload,black,QLD,1/10/2056,54.4,forecast
solar,black,QLD,1/10/2056,18.1,forecast
wind,black,QLD,1/10/2056,53.3,forecast
solar,green,QLD,1/10/2056,10,forecast
wind,green,QLD,1/10/2056,10,forecast
baseload,black,SA,1/10/2056,58.1,forecast
solar,black,SA,1/10/2056,21.8,forecast
wind,black,SA,1/10/2056,46.9,forecast
solar,green,SA,1/10/2056,10,forecast
wind,green,SA,1/10/2056,10,forecast
baseload,black,NSW,1/09/2056,85.5,forecast
solar,black,NSW,1/09/2056,39.7,forecast
wind,black,NSW,1/09/2056,76.8,forecast
solar,green,NSW,1/09/2056,10,forecast
wind,green,NSW,1/09/2056,10,forecast
baseload,black,QLD,1/09/2056,80,forecast
solar,black,QLD,1/09/2056,26.8,forecast
wind,black,QLD,1/09/2056,77.1,forecast
solar,green,QLD,1/09/2056,10,forecast
wind,green,QLD,1/09/2056,10,forecast
baseload,black,SA,1/09/2056,87.2,forecast
solar,black,SA,1/09/2056,27.3,forecast
wind,black,SA,1/09/2056,66.9,forecast
solar,green,SA,1/09/2056,10,forecast
wind,green,SA,1/09/2056,10,forecast
baseload,black,NSW,1/08/2056,157.9,forecast
solar,black,NSW,1/08/2056,79.1,forecast
wind,black,NSW,1/08/2056,134.1,forecast
solar,green,NSW,1/08/2056,10,forecast
wind,green,NSW,1/08/2056,10,forecast
baseload,black,QLD,1/08/2056,122,forecast
solar,black,QLD,1/08/2056,50.1,forecast
wind,black,QLD,1/08/2056,119.8,forecast
